1932.00, 0.00
1931.00, 0.10
1933.00, 0.20
1933.00, 0.30
1930.00, 0.40
1933.00, 0.50
1933.00, 0.60
1934.00, 0.70
1932.00, 0.80
1936.00, 0.90
1931.00, 1.00
1934.00, 1.10
1933.00, 1.20
1933.00, 1.30
1934.00, 1.40
1932.00, 1.50
1935.00, 1.60
1930.00, 1.70
1934.00, 1.80
1931.00, 1.90
1933.00, 2.00
1932.00, 2.10
1933.00, 2.20
1932.00, 2.30
1932.00, 2.40
1933.00, 2.50
1932.00, 2.60
1931.00, 2.70
1935.00, 2.80
1930.00, 2.90
1933.00, 3.00
1932.00, 3.10
1933.00, 3.20
1931.00, 3.30
1933.00, 3.40
1928.00, 3.50
1932.00, 3.60
1930.00, 3.70
1932.00, 3.80
1933.00, 3.90
1933.00, 4.00
1934.00, 4.10
1932.00, 4.20
1932.00, 4.30
1932.00, 4.40
1933.00, 4.50
1931.00, 4.60
1929.00, 4.70
1932.00, 4.80
1934.00, 4.90
1933.00, 5.00
1934.00, 5.10
1933.00, 5.20
1932.00, 5.30
1933.00, 5.40
1931.00, 5.50
1934.00, 5.60
1930.00, 5.70
1931.00, 5.80
1932.00, 5.90
1929.00, 6.00
1931.00, 6.10
1932.00, 6.20
1935.00, 6.30
1931.00, 6.40
1931.00, 6.50
1931.00, 6.60
1933.00, 6.70
1933.00, 6.80
1930.00, 6.90
1932.00, 7.00
1932.00, 7.10
1933.00, 7.20
1932.00, 7.30
1933.00, 7.40
1932.00, 7.50
1929.00, 7.60
1934.00, 7.70
1934.00, 7.80
1930.00, 7.90
1933.00, 8.00
1932.00, 8.10
1931.00, 8.20
1935.00, 8.30
1931.00, 8.40
1934.00, 8.50
1931.00, 8.60
1934.00, 8.70
1931.00, 8.80
1933.00, 8.90
1933.00, 9.00
1932.00, 9.10
1932.00, 9.20
1932.00, 9.30
1932.00, 9.40
1936.00, 9.50
1929.00, 9.60
1933.00, 9.70
1933.00, 9.80
1932.00, 9.90
1933.00, 10.00
1931.00, 10.10
1932.00, 10.20
1934.00, 10.30
1934.00, 10.40
1930.00, 10.50
1933.00, 10.60
1932.00, 10.70
1933.00, 10.80
1932.00, 10.90
1934.00, 11.00
1933.00, 11.10
1931.00, 11.20
1932.00, 11.30
1930.00, 11.40
1935.00, 11.50
1935.00, 11.60
1930.00, 11.70
1929.00, 11.80
1932.00, 11.90
1931.00, 12.00
1931.00, 12.10
1932.00, 12.20
1929.00, 12.30
1931.00, 12.40
1934.00, 12.50
1935.00, 12.60
1934.00, 12.70
1933.00, 12.80
1932.00, 12.90
1929.00, 13.00
1932.00, 13.10
1932.00, 13.20
1932.00, 13.30
1931.00, 13.40
1932.00, 13.50
1933.00, 13.60
1933.00, 13.70
1934.00, 13.80
1934.00, 13.90
1932.00, 14.00
1934.00, 14.10
1930.00, 14.20
1932.00, 14.30
